event,price,pricePerSquareFoot,city,state,yearBuilt,streetAddress,zipcode,currency,livingArea,bathrooms,bedrooms,parking,garageSpaces,hasGarage,levels,pool,spa,isNewConstruction,homeType,county
Listed for sale,1029000,591,San Marcos,CA,1981,1554 Via Brisa Del Lago,92078,USD,1740,2,3,1,2,1,One,0,1,0,CONDO,San Diego County
Listed for sale,1359000,432,San Marcos,CA,2000,2155 Goya Pl,92078,USD,3143,3,4,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,639000,453,San Marcos,CA,2005,2154 Silverado St,92078,USD,1410,3,2,1,2,1,Three Or More,0,1,0,CONDO,San Diego County
Listed for sale,1195000,346,San Marcos,CA,2005,1893 Shadetree Dr,92078,USD,3452,5,5,1,3,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,849000,404,San Marcos,CA,1965,1426 La Linda Dr,92078,USD,2100,2,2,1,1,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,2495000,944,San Diego,CA,2021,3434 Jennings St,92106,USD,2642,4,4,1,0,0,Three Or More,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,429000,409,La Mesa,CA,1965,4750 70th St UNIT 2,91942,USD,1050,1,2,1,1,1,Two,0,1,0,CONDO,San Diego County
Listed for sale,599000,648,La Mesa,CA,1952,4608 70th St,91942,USD,924,2,3,1,1,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,825000,439,La Mesa,CA,1961,5113 Guava Ave,91942,USD,1880,4,5,0,0,0,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,2299000,967,San Diego,CA,2017,4056 Haines St,92109,USD,2377,4,4,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,2250000,1172,San Diego,CA,1962,5022 Pacifica Dr,92109,USD,1920,2,3,1,2,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,929000,791,San Diego,CA,2008,924 Hornblend St UNIT 301,92109,USD,1174,2,2,1,2,1,One,0,0,0,CONDO,San Diego County
Listed for sale,1399999,708,San Diego,CA,2010,4008 Honeycutt St,92109,USD,1977,3,3,1,1,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,2825000,1932,San Diego,CA,2006,706 Tangiers Ct,92109,USD,1462,3,4,1,1,1,Three Or More,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1795000,0,San Diego,CA,1937,3949-3949 Mission Blvd #3953,92109,USD,0,0,0,0,0,0,One,0,0,0,MULTI_FAMILY,San Diego County
Listed for sale,600000,487,San Diego,CA,1992,17161 Alva Rd UNIT 3323,92127,USD,1232,2,3,0,0,0,One,0,1,0,CONDO,San Diego County
Listed for sale,2990000,532,San Diego,CA,2015,16584 Newcomb St,92127,USD,5620,7,6,1,2,1,Two,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1145000,542,San Diego,CA,2006,10487 Paseo De Linda,92127,USD,2112,3,4,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1545000,558,San Diego,CA,2008,15857 Paseo Del Sur,92127,USD,2771,3,4,1,3,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,2199000,466,San Diego,CA,2004,14575 Arroyo Hondo,92127,USD,4715,4,6,1,3,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,2895000,628,San Diego,CA,2009,8256 The Landing Way,92127,USD,4613,6,4,1,4,1,One,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,3000000,496,San Diego,CA,2004,17059 Broken Bow Ct,92127,USD,6050,6,7,1,3,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,1249000,578,San Diego,CA,1970,11250 Calenda Rd,92127,USD,2160,3,4,1,2,1,Two,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,2350000,526,San Diego,CA,2002,17029 Castello Cir,92127,USD,4466,5,4,1,4,1,One,0,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,2599000,644,San Diego,CA,2006,8176 Pale Moon Rd,92127,USD,4033,5,4,1,3,1,Two,1,1,0,SINGLE_FAMILY,San Diego County
Listed for sale,395000,442,Boulevard,CA,1939,2504 Live Oak Trl #0,91905,USD,893,2,2,1,1,1,One,0,1,0,SINGLE_FAMILY,San Diego County
